Date,Time,date_time,air_temp_high_24_hour
12/16/2018,07:53AM,12/16/18-07:53AM,68
12/15/2018,07:53AM,12/15/18-07:53AM,66.92
12/14/2018,07:53AM,12/14/18-07:53AM,78.08
12/13/2018,07:53AM,12/13/18-07:53AM,64.94
12/12/2018,07:53AM,12/12/18-07:53AM,66.92
12/11/2018,07:53AM,12/11/18-07:53AM,68
12/10/2018,07:53AM,12/10/18-07:53AM,71.96
12/9/2018,07:53AM,12/09/18-07:53AM,69.98
12/8/2018,07:53AM,12/08/18-07:53AM,69.08
12/7/2018,07:53AM,12/07/18-07:53AM,59
12/6/2018,07:53AM,12/06/18-07:53AM,60.08
12/5/2018,07:53AM,12/05/18-07:53AM,71.06
12/4/2018,07:53AM,12/04/18-07:53AM,66.92
12/3/2018,07:53AM,12/03/18-07:53AM,64.04
12/2/2018,07:53AM,12/02/18-07:53AM,64.94
12/1/2018,07:53AM,12/01/18-07:53AM,64.94
11/30/2018,07:53AM,11/30/18-07:53AM,66.02
11/29/2018,07:53AM,11/29/18-07:53AM,68
11/28/2018,07:53AM,11/28/18-07:53AM,73.94
11/27/2018,07:53AM,11/27/18-07:53AM,77
11/26/2018,07:53AM,11/26/18-07:53AM,75.02
11/25/2018,07:53AM,11/25/18-07:53AM,69.08
11/24/2018,07:53AM,11/24/18-07:53AM,66.92
11/23/2018,07:53AM,11/23/18-07:53AM,66.92
11/22/2018,07:53AM,11/22/18-07:53AM,69.98
11/21/2018,07:53AM,11/21/18-07:53AM,71.06
11/20/2018,07:53AM,11/20/18-07:53AM,69.98
11/19/2018,07:53AM,11/19/18-07:53AM,71.06
11/18/2018,07:53AM,11/18/18-07:53AM,69.98
11/17/2018,07:53AM,11/17/18-07:53AM,75.92
11/16/2018,07:53AM,11/16/18-07:53AM,78.98
11/15/2018,07:53AM,11/15/18-07:53AM,80.06
11/14/2018,07:53AM,11/14/18-07:53AM,77
11/13/2018,07:53AM,11/13/18-07:53AM,77
11/12/2018,07:53AM,11/12/18-07:53AM,78.08
11/11/2018,07:53AM,11/11/18-07:53AM,77
11/10/2018,07:53AM,11/10/18-07:53AM,84.02
11/9/2018,07:53AM,11/09/18-07:53AM,71.96
11/8/2018,07:53AM,11/08/18-07:53AM,69.98
11/7/2018,07:53AM,11/07/18-07:53AM,73.04
11/6/2018,07:53AM,11/06/18-07:53AM,73.94
11/5/2018,07:53AM,11/05/18-07:53AM,77
11/4/2018,07:53AM,11/04/18-07:53AM,80.96
11/3/2018,07:53AM,11/03/18-07:53AM,86
11/2/2018,07:53AM,11/02/18-07:53AM,80.96
11/1/2018,07:53AM,11/01/18-07:53AM,77
10/31/2018,07:53AM,10/31/18-07:53AM,71.96
10/30/2018,07:53AM,10/30/18-07:53AM,68
10/29/2018,07:53AM,10/29/18-07:53AM,71.96
10/28/2018,07:53AM,10/28/18-07:53AM,73.94
10/27/2018,07:53AM,10/27/18-07:53AM,73.04
10/26/2018,07:53AM,10/26/18-07:53AM,75.02
10/25/2018,07:53AM,10/25/18-07:53AM,73.04
10/24/2018,07:53AM,10/24/18-07:53AM,69.08
10/22/2018,07:53AM,10/22/18-07:53AM,75.92
10/21/2018,07:53AM,10/21/18-07:53AM,87.08
10/20/2018,07:53AM,10/20/18-07:53AM,89.06
10/19/2018,07:53AM,10/19/18-07:53AM,82.94
10/18/2018,07:53AM,10/18/18-07:53AM,80.96
10/17/2018,07:53AM,10/17/18-07:53AM,80.96
10/16/2018,07:53AM,10/16/18-07:53AM,84.02
10/15/2018,07:53AM,10/15/18-07:53AM,71.06
10/14/2018,07:53AM,10/14/18-07:53AM,69.08
10/13/2018,07:53AM,10/13/18-07:53AM,73.94
10/12/2018,07:53AM,10/12/18-07:53AM,73.04
10/11/2018,07:53AM,10/11/18-07:53AM,71.96
10/10/2018,07:53AM,10/10/18-07:53AM,73.94
10/9/2018,07:53AM,10/09/18-07:53AM,73.04
10/8/2018,07:53AM,10/08/18-07:53AM,73.94
10/7/2018,07:53AM,10/07/18-07:53AM,75.02
10/6/2018,07:53AM,10/06/18-07:53AM,73.04
10/5/2018,07:53AM,10/05/18-07:53AM,75.02
10/4/2018,07:53AM,10/04/18-07:53AM,77
10/3/2018,07:53AM,10/03/18-07:53AM,75.92
10/2/2018,07:53AM,10/02/18-07:53AM,82.94
10/1/2018,07:53AM,10/01/18-07:53AM,75.92
9/30/2018,07:53AM,09/30/18-07:53AM,75.92
9/29/2018,07:53AM,09/29/18-07:53AM,73.94
9/28/2018,07:53AM,09/28/18-07:53AM,71.06
9/27/2018,07:53AM,09/27/18-07:53AM,71.06
9/26/2018,07:53AM,09/26/18-07:53AM,71.06
9/25/2018,07:53AM,09/25/18-07:53AM,73.04
9/24/2018,07:53AM,09/24/18-07:53AM,73.04
9/23/2018,07:53AM,09/23/18-07:53AM,73.94
9/22/2018,07:53AM,09/22/18-07:53AM,73.94
9/21/2018,07:53AM,09/21/18-07:53AM,77
9/20/2018,07:53AM,09/20/18-07:53AM,73.94
9/19/2018,07:53AM,09/19/18-07:53AM,78.08
9/18/2018,07:53AM,09/18/18-07:53AM,78.98
9/17/2018,07:53AM,09/17/18-07:53AM,78.98
9/16/2018,07:53AM,09/16/18-07:53AM,80.06
9/15/2018,07:53AM,09/15/18-07:53AM,80.96
9/14/2018,07:53AM,09/14/18-07:53AM,77
9/13/2018,07:53AM,09/13/18-07:53AM,77
9/12/2018,07:53AM,09/12/18-07:53AM,77
9/11/2018,07:53AM,09/11/18-07:53AM,77
9/10/2018,07:53AM,09/10/18-07:53AM,82.04
9/9/2018,07:53AM,09/09/18-07:53AM,73.94
9/8/2018,07:53AM,09/08/18-07:53AM,73.94
9/7/2018,07:53AM,09/07/18-07:53AM,73.04
9/6/2018,07:53AM,09/06/18-07:53AM,73.94
9/5/2018,07:53AM,09/05/18-07:53AM,71.06
9/4/2018,07:53AM,09/04/18-07:53AM,77
9/3/2018,07:53AM,09/03/18-07:53AM,77
9/2/2018,07:53AM,09/02/18-07:53AM,78.98
9/1/2018,07:53AM,09/01/18-07:53AM,77
8/31/2018,07:53AM,08/31/18-07:53AM,78.08
8/30/2018,07:53AM,08/30/18-07:53AM,78.08
8/29/2018,07:53AM,08/29/18-07:53AM,75.92
8/28/2018,07:53AM,08/28/18-07:53AM,77
8/27/2018,07:53AM,08/27/18-07:53AM,78.08
8/26/2018,07:53AM,08/26/18-07:53AM,77
8/25/2018,07:53AM,08/25/18-07:53AM,78.08
8/24/2018,07:53AM,08/24/18-07:53AM,78.08
8/23/2018,07:53AM,08/23/18-07:53AM,78.08
8/22/2018,07:53AM,08/22/18-07:53AM,80.06
8/21/2018,07:53AM,08/21/18-07:53AM,82.04
8/20/2018,07:53AM,08/20/18-07:53AM,78.98
8/19/2018,07:53AM,08/19/18-07:53AM,78.98
8/18/2018,07:53AM,08/18/18-07:53AM,80.96
8/17/2018,07:53AM,08/17/18-07:53AM,80.96
8/16/2018,07:53AM,08/16/18-07:53AM,78.98
8/15/2018,07:53AM,08/15/18-07:53AM,78.08
8/14/2018,07:53AM,08/14/18-07:53AM,78.98
8/13/2018,07:53AM,08/13/18-07:53AM,80.96
8/12/2018,07:53AM,08/12/18-07:53AM,84.02
8/11/2018,07:53AM,08/11/18-07:53AM,87.08
8/10/2018,07:53AM,08/10/18-07:53AM,86
8/9/2018,07:53AM,08/09/18-07:53AM,93.92
8/8/2018,07:53AM,08/08/18-07:53AM,89.06
8/7/2018,07:53AM,08/07/18-07:53AM,82.94
8/6/2018,07:53AM,08/06/18-07:53AM,78.98
8/5/2018,07:53AM,08/05/18-07:53AM,80.96
8/4/2018,07:53AM,08/04/18-07:53AM,78.98
8/3/2018,07:53AM,08/03/18-07:53AM,80.06
8/2/2018,07:53AM,08/02/18-07:53AM,82.04
8/1/2018,07:53AM,08/01/18-07:53AM,80.96
7/31/2018,07:53AM,07/31/18-07:53AM,78.08
7/30/2018,07:53AM,07/30/18-07:53AM,82.94
7/29/2018,07:53AM,07/29/18-07:53AM,78.98
7/28/2018,07:53AM,07/28/18-07:53AM,75.92
7/27/2018,07:53AM,07/27/18-07:53AM,80.96
7/26/2018,07:53AM,07/26/18-07:53AM,78.08
7/25/2018,07:53AM,07/25/18-07:53AM,84.92
7/24/2018,07:53AM,07/24/18-07:53AM,84.92
7/23/2018,07:53AM,07/23/18-07:53AM,80.06
7/22/2018,07:53AM,07/22/18-07:53AM,77
7/21/2018,07:53AM,07/21/18-07:53AM,75.92
7/20/2018,07:53AM,07/20/18-07:53AM,78.98
7/19/2018,07:53AM,07/19/18-07:53AM,78.08
7/18/2018,07:53AM,07/18/18-07:53AM,75.92
7/17/2018,07:53AM,07/17/18-07:53AM,78.98
7/16/2018,07:53AM,07/16/18-07:53AM,78.08
7/15/2018,07:53AM,07/15/18-07:53AM,78.08
7/14/2018,07:53AM,07/14/18-07:53AM,75.92
7/13/2018,07:53AM,07/13/18-07:53AM,78.98
7/12/2018,07:53AM,07/12/18-07:53AM,80.06
7/11/2018,07:53AM,07/11/18-07:53AM,84.92
7/10/2018,07:53AM,07/10/18-07:53AM,91.04
7/9/2018,07:53AM,07/09/18-07:53AM,89.06
7/8/2018,07:53AM,07/08/18-07:53AM,93.02
7/7/2018,07:53AM,07/07/18-07:53AM,91.94
7/6/2018,07:53AM,07/06/18-07:53AM,80.06
7/5/2018,07:53AM,07/05/18-07:53AM,75.02
7/4/2018,07:53AM,07/04/18-07:53AM,73.04
7/3/2018,07:53AM,07/03/18-07:53AM,71.96
7/2/2018,07:53AM,07/02/18-07:53AM,73.04
7/1/2018,07:53AM,07/01/18-07:53AM,75.92
6/30/2018,07:53AM,06/30/18-07:53AM,73.94
6/29/2018,07:53AM,06/29/18-07:53AM,71.96
6/28/2018,07:53AM,06/28/18-07:53AM,71.96
6/27/2018,07:53AM,06/27/18-07:53AM,71.96
6/26/2018,07:53AM,06/26/18-07:53AM,73.04
6/25/2018,07:53AM,06/25/18-07:53AM,73.94
6/24/2018,07:53AM,06/24/18-07:53AM,71.06
6/23/2018,07:53AM,06/23/18-07:53AM,73.04
6/22/2018,07:53AM,06/22/18-07:53AM,73.94
6/21/2018,07:53AM,06/21/18-07:53AM,71.96
6/20/2018,07:53AM,06/20/18-07:53AM,69.98
6/19/2018,07:53AM,06/19/18-07:53AM,69.98
6/18/2018,07:53AM,06/18/18-07:53AM,69.08
6/17/2018,07:53AM,06/17/18-07:53AM,73.04
6/16/2018,07:53AM,06/16/18-07:53AM,73.04
6/15/2018,07:53AM,06/15/18-07:53AM,75.92
6/14/2018,07:53AM,06/14/18-07:53AM,71.96
6/13/2018,07:53AM,06/13/18-07:53AM,75.02
6/11/2018,07:53AM,06/11/18-07:53AM,73.04
6/10/2018,07:53AM,06/10/18-07:53AM,75.02
6/9/2018,07:53AM,06/09/18-07:53AM,73.94
6/8/2018,07:53AM,06/08/18-07:53AM,71.06
6/7/2018,07:53AM,06/07/18-07:53AM,69.08
6/6/2018,07:53AM,06/06/18-07:53AM,69.98
6/5/2018,07:53AM,06/05/18-07:53AM,71.96
6/4/2018,07:53AM,06/04/18-07:53AM,71.06
6/3/2018,07:53AM,06/03/18-07:53AM,71.96
6/2/2018,07:53AM,06/02/18-07:53AM,69.98
6/1/2018,07:53AM,06/01/18-07:53AM,69.98
5/31/2018,07:53AM,05/31/18-07:53AM,68
5/30/2018,07:53AM,05/30/18-07:53AM,69.08
5/29/2018,07:53AM,05/29/18-07:53AM,69.08
5/28/2018,07:53AM,05/28/18-07:53AM,69.98
5/27/2018,07:53AM,05/27/18-07:53AM,68
5/26/2018,07:53AM,05/26/18-07:53AM,68
5/25/2018,07:53AM,05/25/18-07:53AM,66.02
5/24/2018,07:53AM,05/24/18-07:53AM,66.92
5/23/2018,07:53AM,05/23/18-07:53AM,66.92
5/22/2018,07:53AM,05/22/18-07:53AM,66.02
5/21/2018,07:53AM,05/21/18-07:53AM,68
5/20/2018,07:53AM,05/20/18-07:53AM,66.92
5/19/2018,07:53AM,05/19/18-07:53AM,66.92
5/18/2018,07:53AM,05/18/18-07:53AM,69.98
5/17/2018,07:53AM,05/17/18-07:53AM,69.98
5/16/2018,07:53AM,05/16/18-07:53AM,68
5/15/2018,07:53AM,05/15/18-07:53AM,66.92
5/14/2018,07:53AM,05/14/18-07:53AM,68
5/13/2018,07:53AM,05/13/18-07:53AM,66.92
5/12/2018,07:53AM,05/12/18-07:53AM,64.94
5/11/2018,07:53AM,05/11/18-07:53AM,69.08
5/10/2018,07:53AM,05/10/18-07:53AM,69.08
5/9/2018,07:53AM,05/09/18-07:53AM,69.08
5/8/2018,07:53AM,05/08/18-07:53AM,69.98
5/7/2018,07:53AM,05/07/18-07:53AM,73.04
5/6/2018,07:53AM,05/06/18-07:53AM,75.02
5/5/2018,07:53AM,05/05/18-07:53AM,75.92
5/4/2018,07:53AM,05/04/18-07:53AM,66.92
5/3/2018,07:53AM,05/03/18-07:53AM,64.94
5/2/2018,07:53AM,05/02/18-07:53AM,60.98
5/1/2018,07:53AM,05/01/18-07:53AM,66.02
4/30/2018,07:53AM,04/30/18-07:53AM,66.92
4/29/2018,07:53AM,04/29/18-07:53AM,68
4/28/2018,07:53AM,04/28/18-07:53AM,66.02
4/27/2018,07:53AM,04/27/18-07:53AM,64.94
4/26/2018,07:53AM,04/26/18-07:53AM,64.04
4/25/2018,07:53AM,04/25/18-07:53AM,64.04
4/24/2018,07:53AM,04/24/18-07:53AM,68
4/23/2018,07:53AM,04/23/18-07:53AM,73.04
4/22/2018,07:53AM,04/22/18-07:53AM,75.92
4/21/2018,07:53AM,04/21/18-07:53AM,71.96
4/20/2018,07:53AM,04/20/18-07:53AM,62.06
4/19/2018,07:53AM,04/19/18-07:53AM,68
4/18/2018,07:53AM,04/18/18-07:53AM,66.02
4/17/2018,07:53AM,04/17/18-07:53AM,64.04
4/16/2018,07:53AM,04/16/18-07:53AM,71.96
4/15/2018,07:53AM,04/15/18-07:53AM,82.04
4/14/2018,07:53AM,04/14/18-07:53AM,78.08
4/13/2018,07:53AM,04/13/18-07:53AM,68
4/12/2018,07:53AM,04/12/18-07:53AM,73.94
4/11/2018,07:53AM,04/11/18-07:53AM,78.98
4/10/2018,07:53AM,04/10/18-07:53AM,82.94
4/9/2018,07:53AM,04/09/18-07:53AM,71.96
4/8/2018,07:53AM,04/08/18-07:53AM,66.92
4/7/2018,07:53AM,04/07/18-07:53AM,66.02
4/6/2018,07:53AM,04/06/18-07:53AM,64.04
4/5/2018,07:53AM,04/05/18-07:53AM,62.96
4/4/2018,07:53AM,04/04/18-07:53AM,66.02
4/3/2018,07:53AM,04/03/18-07:53AM,66.92
4/2/2018,07:53AM,04/02/18-07:53AM,64.04
4/1/2018,07:53AM,04/01/18-07:53AM,60.98
3/31/2018,07:53AM,03/31/18-07:53AM,66.02
3/30/2018,07:53AM,03/30/18-07:53AM,62.96
3/29/2018,07:53AM,03/29/18-07:53AM,69.98
3/28/2018,07:53AM,03/28/18-07:53AM,78.98
3/27/2018,07:53AM,03/27/18-07:53AM,69.08
3/25/2018,07:53AM,03/25/18-07:53AM,62.06
3/24/2018,07:53AM,03/24/18-07:53AM,62.96
3/23/2018,07:53AM,03/23/18-07:53AM,62.96
3/22/2018,07:53AM,03/22/18-07:53AM,66.02
3/21/2018,07:53AM,03/21/18-07:53AM,66.92
3/20/2018,07:53AM,03/20/18-07:53AM,69.98
3/19/2018,07:53AM,03/19/18-07:53AM,60.98
3/18/2018,07:53AM,03/18/18-07:53AM,59
3/17/2018,07:53AM,03/17/18-07:53AM,60.98
3/16/2018,07:53AM,03/16/18-07:53AM,62.06
3/15/2018,07:53AM,03/15/18-07:53AM,62.96
3/14/2018,07:53AM,03/14/18-07:53AM,64.94
3/13/2018,07:53AM,03/13/18-07:53AM,64.04
3/12/2018,07:53AM,03/12/18-07:53AM,68
3/11/2018,07:53AM,03/11/18-07:53AM,60.08
3/10/2018,07:53AM,03/10/18-07:53AM,68
3/9/2018,07:53AM,03/09/18-07:53AM,69.98
3/8/2018,07:53AM,03/08/18-07:53AM,69.08
3/7/2018,07:53AM,03/07/18-07:53AM,77
3/6/2018,07:53AM,03/06/18-07:53AM,73.04
3/5/2018,07:53AM,03/05/18-07:53AM,60.98
3/4/2018,07:53AM,03/04/18-07:53AM,60.08
3/3/2018,07:53AM,03/03/18-07:53AM,60.08
3/2/2018,07:53AM,03/02/18-07:53AM,60.98
3/1/2018,07:53AM,03/01/18-07:53AM,62.06
2/28/2018,07:53AM,02/28/18-07:53AM,57.02
2/27/2018,07:53AM,02/27/18-07:53AM,64.94
2/26/2018,07:53AM,02/26/18-07:53AM,68
2/25/2018,07:53AM,02/25/18-07:53AM,60.08
2/24/2018,07:53AM,02/24/18-07:53AM,59
2/23/2018,07:53AM,02/23/18-07:53AM,59
2/22/2018,07:53AM,02/22/18-07:53AM,60.08
2/21/2018,07:53AM,02/21/18-07:53AM,60.08
2/20/2018,07:53AM,02/20/18-07:53AM,59
2/19/2018,07:53AM,02/19/18-07:53AM,64.04
2/18/2018,07:53AM,02/18/18-07:53AM,71.96
2/17/2018,07:53AM,02/17/18-07:53AM,73.94
2/16/2018,07:53AM,02/16/18-07:53AM,69.98
2/15/2018,07:53AM,02/15/18-07:53AM,68
2/14/2018,07:53AM,02/14/18-07:53AM,66.02
2/13/2018,07:53AM,02/13/18-07:53AM,62.06
2/12/2018,07:53AM,02/12/18-07:53AM,68
2/11/2018,07:53AM,02/11/18-07:53AM,64.04
2/10/2018,07:53AM,02/10/18-07:53AM,71.96
2/9/2018,07:53AM,02/09/18-07:53AM,78.08
2/8/2018,07:53AM,02/08/18-07:53AM,80.96
2/7/2018,07:53AM,02/07/18-07:53AM,68
2/6/2018,07:53AM,02/06/18-07:53AM,69.08
2/5/2018,07:53AM,02/05/18-07:53AM,75.92
2/4/2018,07:53AM,02/04/18-07:53AM,75.02
2/3/2018,07:53AM,02/03/18-07:53AM,78.98
2/2/2018,07:53AM,02/02/18-07:53AM,71.06
2/1/2018,07:53AM,02/01/18-07:53AM,78.08
1/30/2018,07:53AM,01/30/18-07:53AM,89.06
1/29/2018,07:53AM,01/29/18-07:53AM,82.04
1/28/2018,07:53AM,01/28/18-07:53AM,73.94
1/27/2018,07:53AM,01/27/18-07:53AM,64.94
1/26/2018,07:53AM,01/26/18-07:53AM,62.06
1/25/2018,07:53AM,01/25/18-07:53AM,75.02
1/24/2018,07:53AM,01/24/18-07:53AM,75.02
1/23/2018,07:53AM,01/23/18-07:53AM,66.92
1/22/2018,07:53AM,01/22/18-07:53AM,62.96
1/21/2018,07:53AM,01/21/18-07:53AM,62.96
1/20/2018,07:53AM,01/20/18-07:53AM,62.96
1/19/2018,07:53AM,01/19/18-07:53AM,71.96
1/18/2018,07:53AM,01/18/18-07:53AM,73.94
1/17/2018,07:53AM,01/17/18-07:53AM,68
1/16/2018,07:53AM,01/16/18-07:53AM,64.04
1/15/2018,07:53AM,01/15/18-07:53AM,82.94
1/14/2018,07:53AM,01/14/18-07:53AM,86
1/13/2018,07:53AM,01/13/18-07:53AM,66.92
1/12/2018,07:53AM,01/12/18-07:53AM,66.92
1/11/2018,07:53AM,01/11/18-07:53AM,64.04
1/10/2018,07:53AM,01/10/18-07:53AM,62.96
1/9/2018,07:53AM,01/09/18-07:53AM,66.92
1/8/2018,07:53AM,01/08/18-07:53AM,69.08
1/7/2018,07:53AM,01/07/18-07:53AM,64.04
1/6/2018,07:53AM,01/06/18-07:53AM,69.08
1/5/2018,07:53AM,01/05/18-07:53AM,73.94
1/4/2018,07:53AM,01/04/18-07:53AM,75.92
1/3/2018,07:53AM,01/03/18-07:53AM,75.92
1/2/2018,07:53AM,01/02/18-07:53AM,66.92
1/1/2018,07:53AM,01/01/18-07:53AM,71.06
12/31/2017,07:53AM,12/31/17-07:53AM,68
12/30/2017,07:53AM,12/30/17-07:53AM,78.98
12/29/2017,07:53AM,12/29/17-07:53AM,71.96
12/28/2017,07:53AM,12/28/17-07:53AM,73.94
12/27/2017,07:53AM,12/27/17-07:53AM,64.04
12/26/2017,07:53AM,12/26/17-07:53AM,66.92
12/25/2017,07:53AM,12/25/17-07:53AM,71.06
12/24/2017,07:53AM,12/24/17-07:53AM,64.94
12/23/2017,07:53AM,12/23/17-07:53AM,64.04
12/22/2017,07:53AM,12/22/17-07:53AM,62.06
12/21/2017,07:53AM,12/21/17-07:53AM,60.08
12/20/2017,07:53AM,12/20/17-07:53AM,66.92
12/19/2017,07:53AM,12/19/17-07:53AM,71.96
12/18/2017,07:53AM,12/18/17-07:53AM,73.94
12/17/2017,07:53AM,12/17/17-07:53AM,66.02
12/16/2017,07:53AM,12/16/17-07:53AM,80.96
12/15/2017,07:53AM,12/15/17-07:53AM,71.96
12/14/2017,07:53AM,12/14/17-07:53AM,80.06
12/13/2017,07:53AM,12/13/17-07:53AM,82.04
12/12/2017,07:53AM,12/12/17-07:53AM,82.94
12/11/2017,07:53AM,12/11/17-07:53AM,84.92
12/10/2017,07:53AM,12/10/17-07:53AM,86
12/9/2017,07:53AM,12/09/17-07:53AM,78.08
12/8/2017,07:53AM,12/08/17-07:53AM,80.06
12/7/2017,07:53AM,12/07/17-07:53AM,75.02
12/6/2017,07:53AM,12/06/17-07:53AM,73.94
12/5/2017,07:53AM,12/05/17-07:53AM,73.04
12/4/2017,07:53AM,12/04/17-07:53AM,66.92
12/3/2017,07:53AM,12/03/17-07:53AM,71.06
12/2/2017,07:53AM,12/02/17-07:53AM,69.08
12/1/2017,07:53AM,12/01/17-07:53AM,71.96
11/30/2017,07:53AM,11/30/17-07:53AM,73.94
11/29/2017,07:53AM,11/29/17-07:53AM,77
11/28/2017,07:53AM,11/28/17-07:53AM,66.92
11/27/2017,07:53AM,11/27/17-07:53AM,64.94
11/26/2017,07:53AM,11/26/17-07:53AM,82.04
11/25/2017,07:53AM,11/25/17-07:53AM,82.04
11/24/2017,07:53AM,11/24/17-07:53AM,91.04
11/23/2017,07:53AM,11/23/17-07:53AM,93.92
11/22/2017,07:53AM,11/22/17-07:53AM,78.98
11/21/2017,07:53AM,11/21/17-07:53AM,71.96
11/20/2017,07:53AM,11/20/17-07:53AM,75.92
11/19/2017,07:53AM,11/19/17-07:53AM,75.92
11/18/2017,07:53AM,11/18/17-07:53AM,69.98
11/17/2017,07:53AM,11/17/17-07:53AM,75.92
11/16/2017,07:53AM,11/16/17-07:53AM,75.92
11/15/2017,07:53AM,11/15/17-07:53AM,73.94
11/14/2017,07:53AM,11/14/17-07:53AM,69.98
11/13/2017,07:53AM,11/13/17-07:53AM,68
11/12/2017,07:53AM,11/12/17-07:53AM,69.98
11/11/2017,07:53AM,11/11/17-07:53AM,69.08
11/10/2017,07:53AM,11/10/17-07:53AM,98.96
11/9/2017,07:53AM,11/09/17-07:53AM,73.94
11/8/2017,07:53AM,11/08/17-07:53AM,71.96
11/7/2017,07:53AM,11/07/17-07:53AM,69.08
11/6/2017,07:53AM,11/06/17-07:53AM,69.08
11/5/2017,07:53AM,11/05/17-07:53AM,69.08
11/4/2017,07:53AM,11/04/17-07:53AM,71.06
11/3/2017,07:53AM,11/03/17-07:53AM,68
11/2/2017,07:53AM,11/02/17-07:53AM,69.08
11/1/2017,07:53AM,11/01/17-07:53AM,69.08
10/31/2017,07:53AM,10/31/17-07:53AM,69.08
10/30/2017,07:53AM,10/30/17-07:53AM,71.06
10/29/2017,07:53AM,10/29/17-07:53AM,69.98
10/28/2017,07:53AM,10/28/17-07:53AM,77
10/27/2017,07:53AM,10/27/17-07:53AM,89.96
10/26/2017,07:53AM,10/26/17-07:53AM,100.04
10/25/2017,07:53AM,10/25/17-07:53AM,104
10/24/2017,07:53AM,10/24/17-07:53AM,100.94
10/23/2017,07:53AM,10/23/17-07:53AM,87.08
10/22/2017,07:53AM,10/22/17-07:53AM,75.92
10/21/2017,07:53AM,10/21/17-07:53AM,71.06
10/20/2017,07:53AM,10/20/17-07:53AM,73.04
10/19/2017,07:53AM,10/19/17-07:53AM,80.06
10/18/2017,07:53AM,10/18/17-07:53AM,89.06
10/17/2017,07:53AM,10/17/17-07:53AM,89.96
10/16/2017,07:53AM,10/16/17-07:53AM,95
10/15/2017,07:53AM,10/15/17-07:53AM,78.08
10/14/2017,07:53AM,10/14/17-07:53AM,71.96
10/13/2017,07:53AM,10/13/17-07:53AM,71.06
10/12/2017,07:53AM,10/12/17-07:53AM,69.98
10/11/2017,07:53AM,10/11/17-07:53AM,78.08
10/10/2017,07:53AM,10/10/17-07:53AM,84.02
10/9/2017,07:53AM,10/09/17-07:53AM,78.08
10/8/2017,07:53AM,10/08/17-07:53AM,87.08
10/7/2017,07:53AM,10/07/17-07:53AM,86
10/6/2017,07:53AM,10/06/17-07:53AM,78.08
10/5/2017,07:53AM,10/05/17-07:53AM,73.94
10/4/2017,07:53AM,10/04/17-07:53AM,73.04
10/3/2017,07:53AM,10/03/17-07:53AM,75.02
10/2/2017,07:53AM,10/02/17-07:53AM,75.02
10/1/2017,07:53AM,10/01/17-07:53AM,75.92
9/30/2017,07:53AM,09/30/17-07:53AM,78.08
9/29/2017,07:53AM,09/29/17-07:53AM,78.08
9/28/2017,07:53AM,09/28/17-07:53AM,78.08
9/27/2017,07:53AM,09/27/17-07:53AM,80.96
9/26/2017,07:53AM,09/26/17-07:53AM,84.92
9/25/2017,07:53AM,09/25/17-07:53AM,80.06
9/24/2017,07:53AM,09/24/17-07:53AM,71.96
9/23/2017,07:53AM,09/23/17-07:53AM,71.96
9/22/2017,07:53AM,09/22/17-07:53AM,71.06
9/21/2017,07:53AM,09/21/17-07:53AM,77
9/20/2017,07:53AM,09/20/17-07:53AM,75.02
9/19/2017,07:53AM,09/19/17-07:53AM,73.04
9/18/2017,07:53AM,09/18/17-07:53AM,73.04
9/17/2017,07:53AM,09/17/17-07:53AM,75.92
9/16/2017,07:53AM,09/16/17-07:53AM,73.94
9/15/2017,07:53AM,09/15/17-07:53AM,73.94
9/14/2017,07:53AM,09/14/17-07:53AM,73.94
9/13/2017,07:53AM,09/13/17-07:53AM,73.94
9/12/2017,07:53AM,09/12/17-07:53AM,84.92
9/11/2017,07:53AM,09/11/17-07:53AM,82.04
9/10/2017,07:53AM,09/10/17-07:53AM,75.92
9/9/2017,07:53AM,09/09/17-07:53AM,77
9/8/2017,07:53AM,09/08/17-07:53AM,77
9/7/2017,07:53AM,09/07/17-07:53AM,75.02
9/6/2017,07:53AM,09/06/17-07:53AM,78.08
9/5/2017,07:53AM,09/05/17-07:53AM,78.98
9/4/2017,07:53AM,09/04/17-07:53AM,96.98
9/3/2017,07:53AM,09/03/17-07:53AM,95
9/2/2017,07:53AM,09/02/17-07:53AM,91.94
9/1/2017,07:53AM,09/01/17-07:53AM,93.02
8/31/2017,07:53AM,08/31/17-07:53AM,82.94
8/30/2017,07:53AM,08/30/17-07:53AM,82.94
8/29/2017,07:53AM,08/29/17-07:53AM,75.92
8/28/2017,07:53AM,08/28/17-07:53AM,73.04
8/27/2017,07:53AM,08/27/17-07:53AM,75.02
8/26/2017,07:53AM,08/26/17-07:53AM,73.94
8/25/2017,07:53AM,08/25/17-07:53AM,73.04
8/24/2017,07:53AM,08/24/17-07:53AM,73.94
8/23/2017,07:53AM,08/23/17-07:53AM,75.02
8/22/2017,07:53AM,08/22/17-07:53AM,75.92
8/21/2017,07:53AM,08/21/17-07:53AM,75.92
8/20/2017,07:53AM,08/20/17-07:53AM,73.94
8/19/2017,07:53AM,08/19/17-07:53AM,75.02
8/18/2017,07:53AM,08/18/17-07:53AM,75.02
8/17/2017,07:53AM,08/17/17-07:53AM,75.02
8/16/2017,07:53AM,08/16/17-07:53AM,73.94
8/15/2017,07:53AM,08/15/17-07:53AM,75.02
8/14/2017,07:53AM,08/14/17-07:53AM,75.92
